PC 1,3725.559937251483
PC 2,334.96837248924635
PC 3,144.38222660773496
PC 4,53.518162973180345
PC 5,39.35712438051282
PC 6,31.496374098556238
PC 7,29.785283133126338
PC 8,23.91976033037197
PC 9,21.126859123514187
PC 10,18.5528771958777
PC 11,17.48059632531252
PC 12,16.655763695260525
PC 13,14.828162444766555
PC 14,12.34726004798992
PC 15,12.151447878345095
PC 16,10.607448416778212
PC 17,10.427017939792481
PC 18,9.049483782037928
PC 19,8.56571724176936
PC 20,7.933827515012821
PC 21,7.445434168557773
PC 22,7.1729000949391235
PC 23,6.355145095863307
PC 24,5.69483394621162
PC 25,5.654761161079115
PC 26,5.328640502226625
PC 27,5.045662333953908
PC 28,4.406328135150149
PC 29,4.061024185397336
PC 30,4.001951432277979
PC 31,3.2575233652490976
PC 32,2.9328459277994945
PC 33,2.81178881949993
PC 34,2.619136842385915
PC 35,2.3383348875934873
PC 36,2.305044425454045
PC 37,2.0330200633735345
PC 38,1.948258719526282
PC 39,1.7429006517868653
PC 40,1.584846868845297
PC 41,1.381019051660882
PC 42,1.1468644028361592
PC 43,1.0346763828286323
PC 44,0.8938974876552841
PC 45,0.8054289798054448
PC 46,0.7296273600001615
PC 47,0.6931226528230438
PC 48,0.6765367482666733
PC 49,0.579821276287032
PC 50,0.5076541230652063
PC 51,7.671377181602655e-13
